Date,Packet Loss,Min,Avg,Max,Standard_Deviation
Sun Apr 16 21:10:41,0%,0.031,0.050,0.074,0.014
Sun Apr 16 21:16:00,0%,262.616,262.704,262.891,0.370
Sun Apr 16 22:16:23,0%,262.625,262.746,263.313,0.532
Sun Apr 16 23:16:43,0%,262.564,262.714,262.899,0.184
Mon Apr 17 00:17:03,0%,262.599,262.728,262.906,0.402
Mon Apr 17 01:17:23,0%,262.548,262.670,263.058,0.615
Mon Apr 17 02:17:43,0%,262.531,262.661,262.775,0.609
Mon Apr 17 03:18:03,0%,262.647,262.725,262.961,0.631
Mon Apr 17 04:18:23,0%,262.520,262.625,262.737,0.367
Mon Apr 17 05:18:43,0%,262.557,262.681,262.807,0.565
Mon Apr 17 06:19:03,0%,262.575,262.723,262.882,0.519
Mon Apr 17 07:19:23,0%,262.588,262.720,262.970,0.657
Mon Apr 17 08:19:43,0%,262.591,262.690,262.837,0.176
Mon Apr 17 09:20:04,0%,262.575,262.692,262.833,0.589
Mon Apr 17 10:20:24,0%,262.561,262.704,262.924,0.469
Mon Apr 17 11:20:44,0%,262.625,262.750,262.859,0.564
Mon Apr 17 12:21:04,0%,262.583,262.743,262.904,0.544
Mon Apr 17 13:21:24,0%,262.824,262.988,263.257,0.252
Mon Apr 17 14:21:44,0%,262.814,262.961,263.139,0.242
Mon Apr 17 15:22:04,0%,262.881,262.969,263.096,0.540
Mon Apr 17 16:22:24,0%,372.001,388.036,395.014,6.357
Mon Apr 17 17:22:47,0%,394.425,394.763,394.965,0.672
Mon Apr 17 18:23:08,5%,392.806,394.697,395.252,0.765
Mon Apr 17 19:23:29,5%,382.773,393.544,394.931,2.857
Mon Apr 17 20:23:50,10%,262.766,263.024,264.927,0.651
Mon Apr 17 21:24:17,0%,262.800,263.718,268.551,1.940
Mon Apr 17 22:24:41,0%,262.826,262.964,263.252,0.378
Mon Apr 17 23:25:01,0%,262.946,263.037,263.353,0.438
Tue Apr 18 00:25:21,0%,262.866,263.024,263.287,0.414
Tue Apr 18 01:25:41,0%,262.916,262.997,263.188,0.463
Tue Apr 18 02:26:01,0%,262.831,263.014,263.169,0.077
Tue Apr 18 03:26:21,0%,262.801,262.983,263.150,0.634
Tue Apr 18 04:26:41,0%,262.812,262.937,263.101,0.519
Tue Apr 18 05:27:01,0%,262.920,263.052,263.350,0.571
Tue Apr 18 06:27:21,5%,262.833,262.953,263.128,0.669
Tue Apr 18 07:27:42,0%,262.815,262.983,263.155,0.593
Tue Apr 18 08:28:02,0%,262.870,263.000,263.207,0.674
Tue Apr 18 09:28:22,0%,262.873,262.974,263.119,0.610
Tue Apr 18 10:28:43,0%,262.873,263.026,263.278,0.616
Tue Apr 18 11:29:02,0%,262.885,263.071,263.379,0.305
Tue Apr 18 12:29:22,0%,262.936,263.039,263.209,0.370
Tue Apr 18 13:29:43,0%,262.839,263.022,263.520,0.277
Tue Apr 18 14:30:03,0%,262.879,262.957,263.106,0.691
Tue Apr 18 15:30:23,0%,262.889,263.083,263.743,0.217
Tue Apr 18 16:30:43,0%,262.922,264.308,269.831,1.910
Tue Apr 18 17:31:03,0%,272.888,289.064,304.219,7.738
Tue Apr 18 18:31:23,0%,262.861,263.054,263.452,0.354
Tue Apr 18 19:31:43,0%,296.691,297.142,298.863,0.564
Tue Apr 18 20:32:03,0%,296.745,296.998,297.603,0.412
Tue Apr 18 21:32:23,0%,296.650,296.799,296.972,0.626
Tue Apr 18 22:32:46,0%,296.686,296.879,297.203,0.612
Tue Apr 18 23:33:07,0%,299.288,299.426,299.645,0.742
Wed Apr 19 00:33:27,0%,299.246,299.371,299.519,0.578
Wed Apr 19 01:33:47,0%,299.257,299.356,299.523,0.462
Wed Apr 19 02:34:07,0%,299.232,299.427,300.262,0.609
Wed Apr 19 03:34:27,0%,299.225,299.348,299.640,0.718
Wed Apr 19 04:34:48,0%,299.196,299.359,299.578,0.720
Wed Apr 19 05:35:08,0%,299.220,299.365,299.500,0.524
Wed Apr 19 06:35:28,0%,299.310,299.440,299.615,0.262
Wed Apr 19 07:35:49,0%,299.254,299.367,299.737,0.699
Wed Apr 19 08:36:09,0%,299.284,299.406,299.525,0.304
Wed Apr 19 09:36:29,0%,299.207,299.333,299.475,0.628
Wed Apr 19 10:36:49,5%,299.260,299.353,299.508,0.667
Wed Apr 19 11:37:14,0%,299.255,299.525,300.638,0.632
Wed Apr 19 12:37:34,0%,299.283,299.488,300.118,0.428
Wed Apr 19 13:37:55,0%,299.373,299.480,299.802,0.498
Wed Apr 19 14:38:15,0%,299.193,299.381,299.606,0.315
Wed Apr 19 15:38:35,0%,299.301,299.412,299.702,0.087
Wed Apr 19 16:38:56,0%,300.838,301.509,311.174,2.292
Wed Apr 19 17:39:20,0%,315.212,315.373,315.674,0.454
Wed Apr 19 18:39:40,0%,315.426,336.116,362.684,15.645
Wed Apr 19 19:40:01,0%,315.186,315.508,316.072,0.620
Wed Apr 19 20:40:21,0%,315.156,315.330,315.549,0.760
Wed Apr 19 21:40:41,0%,315.165,315.343,315.683,0.457
Wed Apr 19 22:41:06,0%,315.150,315.332,315.732,0.745
Wed Apr 19 23:41:26,0%,315.074,315.237,315.502,0.321
Thu Apr 20 00:41:46,0%,315.048,315.170,315.272,0.312
Thu Apr 20 01:42:07,0%,315.109,315.191,315.340,0.591
Thu Apr 20 02:42:27,0%,315.112,315.266,315.559,0.570
Thu Apr 20 03:42:47,0%,315.036,315.241,315.489,0.717
Thu Apr 20 04:43:08,0%,315.041,315.264,315.593,0.497
Thu Apr 20 05:43:28,0%,315.094,315.268,315.549,0.377
Thu Apr 20 06:43:48,0%,315.156,315.362,315.575,0.719
Thu Apr 20 07:44:13,5%,315.153,315.341,315.781,0.674
Thu Apr 20 08:44:34,0%,315.135,315.288,315.616,0.601
Thu Apr 20 09:44:54,0%,315.136,315.262,315.466,0.195
Thu Apr 20 10:45:15,5%,315.102,315.346,315.828,0.771
Thu Apr 20 11:45:35,0%,315.137,315.314,315.852,0.749
Thu Apr 20 12:45:55,0%,315.107,315.337,315.757,0.748
Thu Apr 20 13:46:20,15%,315.204,315.350,315.578,0.675
Thu Apr 20 14:46:46,0%,315.147,315.271,315.464,0.319
Thu Apr 20 15:47:06,0%,362.141,370.188,374.119,3.684
Thu Apr 20 16:47:27,0%,315.274,324.713,344.447,9.116
Thu Apr 20 17:47:47,0%,315.231,315.442,315.775,0.682
Thu Apr 20 18:48:07,0%,315.178,315.433,315.713,0.662
Thu Apr 20 19:48:27,0%,315.203,315.385,315.695,0.724
Thu Apr 20 20:48:48,0%,315.120,315.353,315.853,0.660
Thu Apr 20 21:49:08,0%,315.183,315.311,315.497,0.439
Thu Apr 20 22:49:32,0%,315.070,315.264,315.668,0.578
Thu Apr 20 23:49:52,0%,315.126,315.256,315.368,0.063
Fri Apr 21 00:50:12,0%,315.145,315.214,315.317,0.310
Fri Apr 21 01:50:33,0%,315.101,315.246,315.574,0.277
Fri Apr 21 02:50:53,0%,315.111,315.276,315.476,0.573
Fri Apr 21 03:51:13,0%,315.133,315.293,315.413,0.736
Fri Apr 21 04:51:33,0%,315.124,315.294,315.581,0.275
Fri Apr 21 05:51:53,0%,315.125,315.287,315.491,0.624
Fri Apr 21 06:52:13,0%,315.133,315.322,316.139,0.488
Fri Apr 21 07:52:34,0%,315.076,315.251,315.467,0.481
Fri Apr 21 08:52:58,0%,315.190,315.407,315.884,0.708
Fri Apr 21 09:53:18,0%,315.154,315.267,315.450,0.069
Fri Apr 21 10:53:39,0%,315.149,315.276,315.683,0.674
Fri Apr 21 11:53:59,0%,315.141,315.299,315.581,0.371
Fri Apr 21 12:54:19,0%,315.160,315.290,315.529,0.692
Fri Apr 21 13:54:40,5%,315.078,315.244,315.729,0.719
Fri Apr 21 14:55:01,0%,315.111,315.295,315.844,0.560
Fri Apr 21 15:55:21,0%,315.139,315.290,315.462,0.737
Fri Apr 21 16:55:41,0%,299.194,299.392,299.701,0.407
Fri Apr 21 17:56:01,0%,299.252,299.471,299.736,0.608
Fri Apr 21 18:56:21,0%,299.252,299.379,299.499,0.354
Fri Apr 21 19:56:42,0%,299.228,299.356,299.651,0.719
Fri Apr 21 20:57:02,0%,299.277,299.390,299.611,0.526
Fri Apr 21 21:57:26,0%,299.219,299.363,299.534,0.675
Fri Apr 21 22:57:51,0%,299.240,299.329,299.532,0.495
Fri Apr 21 23:58:11,0%,299.224,299.402,299.602,0.358
Sat Apr 22 00:58:31,0%,299.239,299.403,299.634,0.760
Sat Apr 22 01:58:52,0%,299.222,299.337,299.538,0.523
Sat Apr 22 02:59:12,0%,299.285,299.410,299.673,0.739
Sat Apr 22 03:59:32,0%,299.191,299.320,299.472,0.757
Sat Apr 22 04:59:52,0%,299.153,299.299,299.487,0.606
Sat Apr 22 06:00:12,0%,299.209,299.338,299.592,0.266
Sat Apr 22 07:00:32,0%,299.198,299.323,299.716,0.613
Sat Apr 22 08:00:53,0%,299.157,299.281,299.489,0.468
Sat Apr 22 09:01:13,0%,299.206,299.307,299.573,0.435
Sat Apr 22 10:01:33,0%,299.146,299.404,300.708,0.816
Sat Apr 22 11:01:53,0%,299.214,299.348,299.578,0.114
Sat Apr 22 12:02:13,0%,299.193,299.373,299.599,0.703
Sat Apr 22 13:02:34,0%,299.172,299.284,299.477,0.653
Sat Apr 22 14:02:54,0%,299.193,299.314,299.481,0.698
Sat Apr 22 15:03:14,0%,299.253,299.445,300.511,0.580
Sat Apr 22 16:03:34,0%,299.228,299.322,299.513,0.578
Sat Apr 22 17:03:59,0%,299.216,299.333,299.512,0.579
Sat Apr 22 18:04:19,0%,299.188,299.347,299.487,0.718
Sat Apr 22 19:04:40,0%,299.142,299.313,299.513,0.472
Sat Apr 22 20:05:00,0%,299.230,299.375,299.601,0.607
Sat Apr 22 21:05:20,0%,299.224,299.358,299.509,0.463
Sat Apr 22 22:05:40,0%,300.430,300.623,300.826,0.610
Sat Apr 22 23:06:05,0%,300.519,300.687,300.980,0.762
Sun Apr 23 00:06:25,0%,299.213,299.356,299.586,0.500
Sun Apr 23 01:06:45,0%,299.249,299.366,299.573,0.464
Sun Apr 23 02:07:05,0%,299.279,299.418,299.639,0.499
Sun Apr 23 03:07:25,0%,299.190,299.308,299.590,0.761
Sun Apr 23 04:07:45,0%,299.227,299.346,299.632,0.468
Sun Apr 23 05:08:06,0%,299.206,299.400,299.613,0.607
Sun Apr 23 06:08:26,0%,299.186,299.369,299.564,0.437
Sun Apr 23 07:08:46,0%,299.198,299.386,299.684,0.372
Sun Apr 23 08:09:06,0%,299.188,299.389,301.006,0.386
Sun Apr 23 09:09:27,0%,299.185,299.433,299.659,0.326
Sun Apr 23 10:09:47,0%,299.217,299.510,300.400,0.777
Sun Apr 23 11:10:07,0%,299.206,299.374,299.740,0.680
Sun Apr 23 12:10:27,0%,299.193,299.372,299.622,0.743
Sun Apr 23 13:10:47,0%,299.253,299.375,299.559,0.399
Sun Apr 23 14:11:08,0%,299.193,299.296,299.527,0.654
Sun Apr 23 15:11:28,0%,299.145,299.319,299.801,0.642
Sun Apr 23 16:11:48,0%,299.221,299.333,299.473,0.673
Sun Apr 23 17:12:09,0%,299.220,299.395,299.617,0.434
Sun Apr 23 18:12:28,0%,299.187,299.386,299.706,0.725
Sun Apr 23 19:12:49,0%,299.230,299.397,299.641,0.762
Sun Apr 23 20:13:09,0%,299.223,299.406,299.613,0.471
Sun Apr 23 21:13:29,0%,299.221,299.399,299.581,0.314
Sun Apr 23 22:13:49,0%,299.213,299.425,299.601,0.761
Sun Apr 23 23:14:13,0%,299.184,299.395,299.626,0.637
Mon Apr 24 00:14:33,0%,299.247,299.390,299.602,0.605
Mon Apr 24 01:14:53,0%,299.190,299.366,299.547,0.312
Mon Apr 24 02:15:13,0%,299.217,299.451,299.794,0.562
Mon Apr 24 03:15:33,0%,299.178,299.328,299.652,0.403
Mon Apr 24 04:15:53,0%,299.233,299.426,299.737,0.762
Mon Apr 24 05:16:14,0%,299.214,299.331,299.482,0.630
Mon Apr 24 06:16:34,0%,299.203,299.441,300.444,0.558
Mon Apr 24 07:16:54,0%,299.179,299.325,299.542,0.656
Mon Apr 24 08:17:14,0%,299.258,299.419,299.713,0.561
Mon Apr 24 09:17:34,0%,299.290,299.443,299.802,0.536
Mon Apr 24 10:17:55,0%,299.254,299.427,299.812,0.686
Mon Apr 24 11:18:20,0%,299.223,299.519,300.006,0.737
Mon Apr 24 12:18:40,20%,299.282,299.440,299.917,0.686
Mon Apr 24 13:19:05,0%,299.218,299.512,300.296,0.360
Mon Apr 24 14:19:26,0%,299.237,299.361,299.664,0.698
Mon Apr 24 15:19:46,0%,299.241,299.401,299.559,0.432
Mon Apr 24 16:20:06,0%,299.245,299.440,299.828,0.640
Mon Apr 24 17:20:26,0%,299.231,299.416,299.672,0.322
Mon Apr 24 18:20:47,0%,307.763,307.995,308.555,0.748
Mon Apr 24 19:21:07,0%,307.768,307.998,308.316,0.372
Mon Apr 24 20:21:27,0%,307.765,307.961,308.173,0.406
Mon Apr 24 21:21:47,0%,307.775,307.994,308.221,0.414
Mon Apr 24 22:22:07,0%,307.704,307.927,308.286,0.621
Mon Apr 24 23:22:32,0%,307.677,307.930,308.227,0.738
Tue Apr 25 00:22:52,0%,307.781,307.954,308.207,0.646
Tue Apr 25 01:23:12,0%,307.701,307.936,308.348,0.608
Tue Apr 25 02:23:33,0%,307.698,307.925,308.147,0.643
Tue Apr 25 03:23:53,0%,307.655,307.805,308.066,0.273
Tue Apr 25 04:24:13,0%,307.718,307.844,308.038,0.082
Tue Apr 25 05:24:34,0%,307.737,307.843,308.001,0.081
Tue Apr 25 06:24:54,0%,307.670,307.796,308.025,0.591
Tue Apr 25 07:25:14,0%,307.711,307.865,308.192,0.540
Tue Apr 25 08:25:34,0%,307.691,307.898,308.246,0.716
Tue Apr 25 09:26:00,0%,380.903,381.093,381.360,0.858
Tue Apr 25 10:26:23,0%,380.865,381.023,381.552,0.696
Tue Apr 25 11:26:44,0%,383.668,396.433,413.397,7.687
Tue Apr 25 12:27:04,0%,438.960,439.687,439.980,0.762
Tue Apr 25 13:27:25,10%,438.489,443.147,485.468,10.576
Tue Apr 25 14:27:51,15%,437.076,437.268,437.492,0.729
Tue Apr 25 15:28:17,0%,305.220,305.399,305.842,0.228
Tue Apr 25 16:28:37,0%,305.168,305.335,305.763,0.597
Tue Apr 25 17:28:57,0%,305.180,305.341,305.615,0.728
Tue Apr 25 18:29:18,0%,305.199,305.299,305.599,0.706
Tue Apr 25 19:29:38,0%,263.653,263.746,263.850,0.631
Tue Apr 25 20:29:58,0%,263.599,263.689,263.820,0.542
Tue Apr 25 21:30:18,0%,263.585,263.716,264.279,0.391
Tue Apr 25 22:30:38,0%,263.613,263.720,263.984,0.616
Tue Apr 25 23:31:01,0%,263.566,263.648,263.735,0.328
Wed Apr 26 00:31:21,0%,263.593,263.698,263.836,0.566
